"Area name","Area code","Area type","Specimen date","Daily lab-confirmed cases","Cumulative lab-confirmed cases"
"Northumberland","E06000057","Upper tier local authority","2020-04-19",20,625
"Hampshire","E10000014","Upper tier local authority","2020-04-19",50,2263
"Leicester","E06000016","Upper tier local authority","2020-04-19",23,506
"Northamptonshire","E10000021","Upper tier local authority","2020-04-19",31,939
"Doncaster","E08000017","Upper tier local authority","2020-04-19",9,345
"Bracknell Forest","E06000036","Upper tier local authority","2020-04-19",2,175
"Cheshire East","E06000049","Upper tier local authority","2020-04-19",21,646
"Wiltshire","E06000054","Upper tier local authority","2020-04-19",10,346
"Sandwell","E08000028","Upper tier local authority","2020-04-19",21,799
"South Tyneside","E08000023","Upper tier local authority","2020-04-19",7,377
"Buckinghamshire","E10000002","Upper tier local authority","2020-04-19",16,683
"North Yorkshire","E10000023","Upper tier local authority","2020-04-19",14,663
"Dorset","E06000059","Upper tier local authority","2020-04-19",6,257
"Hammersmith and Fulham","E09000013","Upper tier local authority","2020-04-19",6,494
"Leicestershire","E10000018","Upper tier local authority","2020-04-19",20,736
"Walsall","E08000030","Upper tier local authority","2020-04-19",10,729
"North East","E12000001","Region","2020-04-19",156,5954
"Barnet","E09000003","Upper tier local authority","2020-04-19",9,1103
"Blackpool","E06000009","Upper tier local authority","2020-04-19",21,290
"North Tyneside","E08000022","Upper tier local authority","2020-04-19",4,400
"Stoke-on-Trent","E06000021","Upper tier local authority","2020-04-19",11,304
"Dudley","E08000027","Upper tier local authority","2020-04-19",12,621
"Wigan","E08000010","Upper tier local authority","2020-04-19",18,475
"Halton","E06000006","Upper tier local authority","2020-04-19",8,279
"Lewisham","E09000023","Upper tier local authority","2020-04-19",8,828
"Central Bedfordshire","E06000056","Upper tier local authority","2020-04-19",2,400
"Lincolnshire","E10000019","Upper tier local authority","2020-04-19",27,677
"Sefton","E08000014","Upper tier local authority","2020-04-19",12,683
"North Somerset","E06000024","Upper tier local authority","2020-04-19",2,173
"South Gloucestershire","E06000025","Upper tier local authority","2020-04-19",7,280
"Waltham Forest","E09000031","Upper tier local authority","2020-04-19",11,658
"North West","E12000002","Region","2020-04-19",348,15144
"Barking and Dagenham","E09000002","Upper tier local authority","2020-04-19",11,415
"Surrey","E10000030","Upper tier local authority","2020-04-19",39,2179
"North Lincolnshire","E06000013","Upper tier local authority","2020-04-19",7,218
"Somerset","E10000027","Upper tier local authority","2020-04-19",8,369
"Westminster","E09000033","Upper tier local authority","2020-04-19",3,566
"Hackney","E09000012","Upper tier local authority","2020-04-19",5,567
"Liverpool","E08000012","Upper tier local authority","2020-04-19",21,1194
"Ealing","E09000009","Upper tier local authority","2020-04-19",11,950
"North East Lincolnshire","E06000012","Upper tier local authority","2020-04-19",1,103
"Wandsworth","E09000032","Upper tier local authority","2020-04-19",4,864
"Bury","E08000002","Upper tier local authority","2020-04-19",6,357
"Camden","E09000007","Upper tier local authority","2020-04-19",5,529
"Greenwich","E09000011","Upper tier local authority","2020-04-19",6,576
"Luton","E06000032","Upper tier local authority","2020-04-19",1,530
"Sheffield","E08000019","Upper tier local authority","2020-04-19",42,1772
"South East","E12000008","Region","2020-04-19",299,14079
"Yorkshire and The Humber","E12000003","Region","2020-04-19",217,7675
"Norfolk","E10000020","Upper tier local authority","2020-04-19",54,1096
"West Sussex","E10000032","Upper tier local authority","2020-04-19",18,925
"East Riding of Yorkshire","E06000011","Upper tier local authority","2020-04-19",21,378
"Gloucestershire","E10000013","Upper tier local authority","2020-04-19",29,985
"Warrington","E06000007","Upper tier local authority","2020-04-19",7,473
"Suffolk","E10000029","Upper tier local authority","2020-04-19",31,780
"Bolton","E08000001","Upper tier local authority","2020-04-19",23,605
"Newham","E09000025","Upper tier local authority","2020-04-19",6,878
"Manchester","E08000003","Upper tier local authority","2020-04-19",18,885
"East Sussex","E10000011","Upper tier local authority","2020-04-19",13,465
"Medway","E06000035","Upper tier local authority","2020-04-19",11,523
"West Midlands","E12000005","Region","2020-04-19",239,10423
"Bournemouth, Christchurch and Poole","E06000058","Upper tier local authority","2020-04-19",8,354
"Solihull","E08000029","Upper tier local authority","2020-04-19",7,455
"Calderdale","E08000033","Upper tier local authority","2020-04-19",2,195
"Newcastle upon Tyne","E08000021","Upper tier local authority","2020-04-19",17,748
"Enfield","E09000010","Upper tier local authority","2020-04-19",7,719
"Gateshead","E08000037","Upper tier local authority","2020-04-19",16,613
"Merton","E09000024","Upper tier local authority","2020-04-19",6,602
"Sunderland","E08000024","Upper tier local authority","2020-04-19",28,943
"South West","E12000009","Region","2020-04-19",154,5068
"Shropshire","E06000051","Upper tier local authority","2020-04-19",12,360
"Milton Keynes","E06000042","Upper tier local authority","2020-04-19",7,401
"West Berkshire","E06000037","Upper tier local authority","2020-04-19",6,253
"Warwickshire","E10000031","Upper tier local authority","2020-04-19",31,929
"Slough","E06000039","Upper tier local authority","2020-04-19",6,330
"Essex","E10000012","Upper tier local authority","2020-04-19",28,2008
"Cambridgeshire","E10000003","Upper tier local authority","2020-04-19",16,578
"Redcar and Cleveland","E06000003","Upper tier local authority","2020-04-19",8,230
"Cambridgeshire","E10000003","Upper tier local authority","2020-04-20",21,599
"York","E06000014","Upper tier local authority","2020-04-20",8,200
"Middlesbrough","E06000002","Upper tier local authority","2020-04-20",16,431
"Warwickshire","E10000031","Upper tier local authority","2020-04-20",27,956
"Slough","E06000039","Upper tier local authority","2020-04-20",7,337
"West Berkshire","E06000037","Upper tier local authority","2020-04-20",16,269
"Shropshire","E06000051","Upper tier local authority","2020-04-20",10,370
"South West","E12000009","Region","2020-04-20",173,5241
"Merton","E09000024","Upper tier local authority","2020-04-20",11,613
"Sunderland","E08000024","Upper tier local authority","2020-04-20",56,999
"Milton Keynes","E06000042","Upper tier local authority","2020-04-20",5,406
"Enfield","E09000010","Upper tier local authority","2020-04-20",25,744
"Gateshead","E08000037","Upper tier local authority","2020-04-20",14,627
"Calderdale","E08000033","Upper tier local authority","2020-04-20",4,199
"Newcastle upon Tyne","E08000021","Upper tier local authority","2020-04-20",17,765
"Medway","E06000035","Upper tier local authority","2020-04-20",18,541
"West Midlands","E12000005","Region","2020-04-20",367,10790
"East Sussex","E10000011","Upper tier local authority","2020-04-20",10,475
"Manchester","E08000003","Upper tier local authority","2020-04-20",33,918
"Brent","E09000005","Upper tier local authority","2020-04-20",15,1271
"Bolton","E08000001","Upper tier local authority","2020-04-20",20,625
"Suffolk","E10000029","Upper tier local authority","2020-04-20",58,838
"Warrington","E06000007","Upper tier local authority","2020-04-20",20,493
"Solihull","E08000029","Upper tier local authority","2020-04-20",23,478
"Newham","E09000025","Upper tier local authority","2020-04-20",9,887
"East Riding of Yorkshire","E06000011","Upper tier local authority","2020-04-20",27,405
"Gloucestershire","E10000013","Upper tier local authority","2020-04-20",21,1006
"West Sussex","E10000032","Upper tier local authority","2020-04-20",25,950
"Norfolk","E10000020","Upper tier local authority","2020-04-20",41,1137
"South East","E12000008","Region","2020-04-20",452,14531
"Sheffield","E08000019","Upper tier local authority","2020-04-20",64,1836
"Luton","E06000032","Upper tier local authority","2020-04-20",9,539
"Bury","E08000002","Upper tier local authority","2020-04-20",22,379
"Camden","E09000007","Upper tier local authority","2020-04-20",7,536
"Yorkshire and The Humber","E12000003","Region","2020-04-20",322,7997
"Wandsworth","E09000032","Upper tier local authority","2020-04-20",9,873
"Bournemouth, Christchurch and Poole","E06000058","Upper tier local authority","2020-04-20",9,363
"Greenwich","E09000011","Upper tier local authority","2020-04-20",10,586
"North East Lincolnshire","E06000012","Upper tier local authority","2020-04-20",4,107
"Ealing","E09000009","Upper tier local authority","2020-04-20",19,969
"Liverpool","E08000012","Upper tier local authority","2020-04-20",29,1223
"Somerset","E10000027","Upper tier local authority","2020-04-20",22,391
"North Lincolnshire","E06000013","Upper tier local authority","2020-04-20",17,235
"Sefton","E08000014","Upper tier local authority","2020-04-20",15,698
"Westminster","E09000033","Upper tier local authority","2020-04-20",3,569
"Surrey","E10000030","Upper tier local authority","2020-04-20",63,2242
"North West","E12000002","Region","2020-04-20",514,15658
"Barking and Dagenham","E09000002","Upper tier local authority","2020-04-20",8,423
"Waltham Forest","E09000031","Upper tier local authority","2020-04-20",13,671
"Hackney","E09000012","Upper tier local authority","2020-04-20",12,579
"South Gloucestershire","E06000025","Upper tier local authority","2020-04-20",16,296
"Lincolnshire","E10000019","Upper tier local authority","2020-04-20",26,703
"Lewisham","E09000023","Upper tier local authority","2020-04-20",14,842
"Central Bedfordshire","E06000056","Upper tier local authority","2020-04-20",11,411
"North Somerset","E06000024","Upper tier local authority","2020-04-20",4,177
"Dudley","E08000027","Upper tier local authority","2020-04-20",17,638
"Stoke-on-Trent","E06000021","Upper tier local authority","2020-04-20",16,320
"Wigan","E08000010","Upper tier local authority","2020-04-20",31,506
"North Tyneside","E08000022","Upper tier local authority","2020-04-20",7,407
"Blackpool","E06000009","Upper tier local authority","2020-04-20",21,311
"Halton","E06000006","Upper tier local authority","2020-04-20",7,286
"North East","E12000001","Region","2020-04-20",252,6206
"Barnet","E09000003","Upper tier local authority","2020-04-20",10,1113
"Walsall","E08000030","Upper tier local authority","2020-04-20",35,764
"Leicestershire","E10000018","Upper tier local authority","2020-04-20",30,766
"Dorset","E06000059","Upper tier local authority","2020-04-20",7,264
"Hammersmith and Fulham","E09000013","Upper tier local authority","2020-04-20",8,502
"Buckinghamshire","E10000002","Upper tier local authority","2020-04-20",12,695
"North Yorkshire","E10000023","Upper tier local authority","2020-04-20",40,703
"Sandwell","E08000028","Upper tier local authority","2020-04-20",30,829
"South Tyneside","E08000023","Upper tier local authority","2020-04-20",25,402
"Wiltshire","E06000054","Upper tier local authority","2020-04-20",10,356
"Cheshire East","E06000049","Upper tier local authority","2020-04-20",21,667
"Doncaster","E08000017","Upper tier local authority","2020-04-20",14,359
"Bracknell Forest","E06000036","Upper tier local authority","2020-04-20",5,180
"Leicester","E06000016","Upper tier local authority","2020-04-20",28,534
"Northamptonshire","E10000021","Upper tier local authority","2020-04-20",15,954
"Hampshire","E10000014","Upper tier local authority","2020-04-20",83,2346
"Essex","E10000012","Upper tier local authority","2020-04-20",69,2077
"Leeds","E08000035","Upper tier local authority","2020-04-20",43,1035
"Sutton","E09000029","Upper tier local authority","2020-04-20",10,615
"Wakefield","E08000036","Upper tier local authority","2020-04-20",12,439
"Haringey","E09000014","Upper tier local authority","2020-04-20",4,509
"Devon","E10000008","Upper tier local authority","2020-04-20",18,583
"Salford","E08000006","Upper tier local authority","2020-04-20",15,503
"Stockton-on-Tees","E06000004","Upper tier local authority","2020-04-20",16,297
"Windsor and Maidenhead","E06000040","Upper tier local authority","2020-04-20",6,218
"London","E12000007","Region","2020-04-20",375,22673
"Nottingham","E06000018","Upper tier local authority","2020-04-20",18,416
"Lancashire","E10000017","Upper tier local authority","2020-04-20",74,2305
"Barnsley","E08000016","Upper tier local authority","2020-04-20",18,525
"Trafford","E08000009","Upper tier local authority","2020-04-20",15,498
"Harrow","E09000015","Upper tier local authority","2020-04-20",13,811
"Blackburn with Darwen","E06000008","Upper tier local authority","2020-04-20",8,256
"Derbyshire","E10000007","Upper tier local authority","2020-04-20",23,994
"Southampton","E06000045","Upper tier local authority","2020-04-20",17,383
"Lambeth","E09000022","Upper tier local authority","2020-04-20",14,1060
"Hartlepool","E06000001","Upper tier local authority","2020-04-20",7,133
"Nottinghamshire","E10000024","Upper tier local authority","2020-04-20",24,940
"Derby","E06000015","Upper tier local authority","2020-04-20",9,424
"Bromley","E09000006","Upper tier local authority","2020-04-20",15,948
"Southend-on-Sea","E06000033","Upper tier local authority","2020-04-20",7,268
"Rotherham","E08000018","Upper tier local authority","2020-04-20",19,566
"Wirral","E08000015","Upper tier local authority","2020-04-20",15,850
"Cheshire West and Chester","E06000050","Upper tier local authority","2020-04-20",18,626
"East of England","E12000006","Region","2020-04-20",285,8628
"Bath and North East Somerset","E06000022","Upper tier local authority","2020-04-20",1,183
"Knowsley","E08000011","Upper tier local authority","2020-04-20",20,453
"Swindon","E06000030","Upper tier local authority","2020-04-20",17,304
"Tower Hamlets","E09000030","Upper tier local authority","2020-04-20",9,569
"Kirklees","E08000034","Upper tier local authority","2020-04-20",7,458
"Oldham","E08000004","Upper tier local authority","2020-04-20",21,514
"Wokingham","E06000041","Upper tier local authority","2020-04-20",7,296
"Darlington","E06000005","Upper tier local authority","2020-04-20",13,207
"Havering","E09000016","Upper tier local authority","2020-04-20",11,586
"Stockport","E08000007","Upper tier local authority","2020-04-20",22,689
"Oxfordshire","E10000025","Upper tier local authority","2020-04-20",36,1322
"City of London","E09000001","Upper tier local authority","2020-04-20",2,15
"East Midlands","E12000004","Region","2020-04-20",173,5744
"Peterborough","E06000031","Upper tier local authority","2020-04-20",10,166
"Bristol, City of","E06000023","Upper tier local authority","2020-04-20",21,507
"Bedford","E06000055","Upper tier local authority","2020-04-20",7,359
"Rochdale","E08000005","Upper tier local authority","2020-04-20",27,367
"Southwark","E09000028","Upper tier local authority","2020-04-20",11,1119
"Kingston upon Thames","E09000021","Upper tier local authority","2020-04-20",9,403
"Torbay","E06000027","Upper tier local authority","2020-04-20",10,162
"Herefordshire, County of","E06000019","Upper tier local authority","2020-04-20",14,173
"Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-04-20",8,425
"Cumbria","E10000006","Upper tier local authority","2020-04-20",38,1579
"Kingston upon Hull, City of","E06000010","Upper tier local authority","2020-04-20",24,312
"Bradford","E08000032","Upper tier local authority","2020-04-20",21,618
"Plymouth","E06000026","Upper tier local authority","2020-04-20",9,224
"Croydon","E09000008","Upper tier local authority","2020-04-20",25,1254
"Wolverhampton","E08000031","Upper tier local authority","2020-04-20",22,633
"England","E92000001","Country","2020-04-20",3087,101784
"Portsmouth","E06000044","Upper tier local authority","2020-04-20",1,238
"Richmond upon Thames","E09000027","Upper tier local authority","2020-04-20",5,348
"Kent","E10000016","Upper tier local authority","2020-04-20",116,2840
"Brighton and Hove","E06000043","Upper tier local authority","2020-04-20",8,332
"County Durham","E06000047","Upper tier local authority","2020-04-20",50,1052
"St. Helens","E08000013","Upper tier local authority","2020-04-20",14,517
"Tameside","E08000008","Upper tier local authority","2020-04-20",8,395
"Thurrock","E06000034","Upper tier local authority","2020-04-20",6,242
"Hertfordshire","E10000015","Upper tier local authority","2020-04-20",46,1992
"Worcestershire","E10000034","Upper tier local authority","2020-04-20",31,991
"Reading","E06000038","Upper tier local authority","2020-04-20",17,388
"Kensington and Chelsea","E09000020","Upper tier local authority","2020-04-20",6,423
"Bexley","E09000004","Upper tier local authority","2020-04-20",11,558
"Birmingham","E08000025","Upper tier local authority","2020-04-20",54,2494
"Hillingdon","E09000017","Upper tier local authority","2020-04-20",21,667
"Coventry","E08000026","Upper tier local authority","2020-04-20",25,570
"Staffordshire","E10000028","Upper tier local authority","2020-04-20",53,1376
"Telford and Wrekin","E06000020","Upper tier local authority","2020-04-20",10,198
"Islington","E09000019","Upper tier local authority","2020-04-20",10,389
"Hounslow","E09000018","Upper tier local authority","2020-04-20",11,599
"Redbridge","E09000026","Upper tier local authority","2020-04-20",15,622
"Redcar and Cleveland","E06000003","Upper tier local authority","2020-04-20",8,238
"Northumberland","E06000057","Upper tier local authority","2020-04-20",23,648
"Gateshead","E08000037","Upper tier local authority","2020-04-21",32,659
"North Somerset","E06000024","Upper tier local authority","2020-04-21",7,184
"Dudley","E08000027","Upper tier local authority","2020-04-21",16,654
"Bristol, City of","E06000023","Upper tier local authority","2020-04-21",14,521
"England","E92000001","Country","2020-04-21",2975,104759
"East Midlands","E12000004","Region","2020-04-21",147,5891
"Leicestershire","E10000018","Upper tier local authority","2020-04-21",30,796
"Blackpool","E06000009","Upper tier local authority","2020-04-21",22,333
"Calderdale","E08000033","Upper tier local authority","2020-04-21",6,205
"Lambeth","E09000022","Upper tier local authority","2020-04-21",7,1067
"Central Bedfordshire","E06000056","Upper tier local authority","2020-04-21",20,431
"North Tyneside","E08000022","Upper tier local authority","2020-04-21",6,413
"Dorset","E06000059","Upper tier local authority","2020-04-21",5,269
"Harrow","E09000015","Upper tier local authority","2020-04-21",23,834
"North East","E12000001","Region","2020-04-21",229,6435
"Barnet","E09000003","Upper tier local authority","2020-04-21",23,1136
"Walsall","E08000030","Upper tier local authority","2020-04-21",37,801
"Halton","E06000006","Upper tier local authority","2020-04-21",6,292
"Southampton","E06000045","Upper tier local authority","2020-04-21",16,399
"Wigan","E08000010","Upper tier local authority","2020-04-21",19,525
"South West","E12000009","Region","2020-04-21",173,5414
"West Berkshire","E06000037","Upper tier local authority","2020-04-21",12,281
"Havering","E09000016","Upper tier local authority","2020-04-21",6,592
"North Yorkshire","E10000023","Upper tier local authority","2020-04-21",28,731
"Sandwell","E08000028","Upper tier local authority","2020-04-21",24,853
"South Gloucestershire","E06000025","Upper tier local authority","2020-04-21",10,306
"Merton","E09000024","Upper tier local authority","2020-04-21",9,622
"Essex","E10000012","Upper tier local authority","2020-04-21",77,2154
"Slough","E06000039","Upper tier local authority","2020-04-21",5,342
"Cheshire East","E06000049","Upper tier local authority","2020-04-21",21,688
"Doncaster","E08000017","Upper tier local authority","2020-04-21",8,367
"Wolverhampton","E08000031","Upper tier local authority","2020-04-21",20,653
"Bromley","E09000006","Upper tier local authority","2020-04-21",10,958
"Stoke-on-Trent","E06000021","Upper tier local authority","2020-04-21",20,340
"Hertfordshire","E10000015","Upper tier local authority","2020-04-21",53,2045
"Northamptonshire","E10000021","Upper tier local authority","2020-04-21",10,964
"Stockport","E08000007","Upper tier local authority","2020-04-21",13,702
"Cambridgeshire","E10000003","Upper tier local authority","2020-04-21",24,623
"Hounslow","E09000018","Upper tier local authority","2020-04-21",11,610
"Wokingham","E06000041","Upper tier local authority","2020-04-21",15,311
"Sutton","E09000029","Upper tier local authority","2020-04-21",9,624
"Wakefield","E08000036","Upper tier local authority","2020-04-21",10,449
"Lewisham","E09000023","Upper tier local authority","2020-04-21",29,871
"Middlesbrough","E06000002","Upper tier local authority","2020-04-21",18,449
"Northumberland","E06000057","Upper tier local authority","2020-04-21",23,671
"Devon","E10000008","Upper tier local authority","2020-04-21",14,597
"Warwickshire","E10000031","Upper tier local authority","2020-04-21",24,980
"Salford","E08000006","Upper tier local authority","2020-04-21",14,517
"Lancashire","E10000017","Upper tier local authority","2020-04-21",77,2382
"Staffordshire","E10000028","Upper tier local authority","2020-04-21",55,1431
"Bradford","E08000032","Upper tier local authority","2020-04-21",25,643
"Shropshire","E06000051","Upper tier local authority","2020-04-21",28,398
"St. Helens","E08000013","Upper tier local authority","2020-04-21",30,547
"Nottingham","E06000018","Upper tier local authority","2020-04-21",20,436
"Lincolnshire","E10000019","Upper tier local authority","2020-04-21",17,720
"Hackney","E09000012","Upper tier local authority","2020-04-21",2,581
"Barnsley","E08000016","Upper tier local authority","2020-04-21",14,539
"Trafford","E08000009","Upper tier local authority","2020-04-21",22,520
"Hillingdon","E09000017","Upper tier local authority","2020-04-21",12,679
"Sunderland","E08000024","Upper tier local authority","2020-04-21",21,1020
"Blackburn with Darwen","E06000008","Upper tier local authority","2020-04-21",8,264
"Kingston upon Hull, City of","E06000010","Upper tier local authority","2020-04-21",10,322
"Derbyshire","E10000007","Upper tier local authority","2020-04-21",38,1032
"Milton Keynes","E06000042","Upper tier local authority","2020-04-21",9,415
"Enfield","E09000010","Upper tier local authority","2020-04-21",14,758
"Stockton-on-Tees","E06000004","Upper tier local authority","2020-04-21",11,308
"North West","E12000002","Region","2020-04-21",525,16183
"Westminster","E09000033","Upper tier local authority","2020-04-21",3,572
"Nottinghamshire","E10000024","Upper tier local authority","2020-04-21",13,953
"Derby","E06000015","Upper tier local authority","2020-04-21",3,427
"Herefordshire, County of","E06000019","Upper tier local authority","2020-04-21",11,184
"Newcastle upon Tyne","E08000021","Upper tier local authority","2020-04-21",18,783
"Somerset","E10000027","Upper tier local authority","2020-04-21",19,410
"Rotherham","E08000018","Upper tier local authority","2020-04-21",19,585
"Haringey","E09000014","Upper tier local authority","2020-04-21",8,517
"West Midlands","E12000005","Region","2020-04-21",361,11151
"East Sussex","E10000011","Upper tier local authority","2020-04-21",20,495
"Cheshire West and Chester","E06000050","Upper tier local authority","2020-04-21",40,666
"Kirklees","E08000034","Upper tier local authority","2020-04-21",12,470
"Hartlepool","E06000001","Upper tier local authority","2020-04-21",8,141
"Suffolk","E10000029","Upper tier local authority","2020-04-21",21,859
"Warrington","E06000007","Upper tier local authority","2020-04-21",24,517
"Swindon","E06000030","Upper tier local authority","2020-04-21",8,312
"Bath and North East Somerset","E06000022","Upper tier local authority","2020-04-21",4,187
"Tower Hamlets","E09000030","Upper tier local authority","2020-04-21",8,577
"Bolton","E08000001","Upper tier local authority","2020-04-21",25,650
"Brent","E09000005","Upper tier local authority","2020-04-21",15,1286
"Leeds","E08000035","Upper tier local authority","2020-04-21",72,1107
"Oldham","E08000004","Upper tier local authority","2020-04-21",16,530
"Darlington","E06000005","Upper tier local authority","2020-04-21",10,217
"Liverpool","E08000012","Upper tier local authority","2020-04-21",28,1251
"Greenwich","E09000011","Upper tier local authority","2020-04-21",6,592
"London","E12000007","Region","2020-04-21",338,23011
"Newham","E09000025","Upper tier local authority","2020-04-21",12,899
"East Riding of Yorkshire","E06000011","Upper tier local authority","2020-04-21",24,429
"Oxfordshire","E10000025","Upper tier local authority","2020-04-21",24,1346
"Bournemouth, Christchurch and Poole","E06000058","Upper tier local authority","2020-04-21",12,375
"City of London","E09000001","Upper tier local authority","2020-04-21",1,16
"Hampshire","E10000014","Upper tier local authority","2020-04-21",65,2411
"Knowsley","E08000011","Upper tier local authority","2020-04-21",11,464
"Peterborough","E06000031","Upper tier local authority","2020-04-21",16,182
"York","E06000014","Upper tier local authority","2020-04-21",10,210
"Norfolk","E10000020","Upper tier local authority","2020-04-21",43,1180
"Bedford","E06000055","Upper tier local authority","2020-04-21",20,379
"Torbay","E06000027","Upper tier local authority","2020-04-21",6,168
"Rochdale","E08000005","Upper tier local authority","2020-04-21",16,383
"Bury","E08000002","Upper tier local authority","2020-04-21",8,387
"Sheffield","E08000019","Upper tier local authority","2020-04-21",39,1875
"Brighton and Hove","E06000043","Upper tier local authority","2020-04-21",7,339
"East of England","E12000006","Region","2020-04-21",299,8927
"Leicester","E06000016","Upper tier local authority","2020-04-21",16,550
"Cumbria","E10000006","Upper tier local authority","2020-04-21",43,1622
"Luton","E06000032","Upper tier local authority","2020-04-21",11,550
"Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-04-21",11,436
"Camden","E09000007","Upper tier local authority","2020-04-21",6,542
"Bracknell Forest","E06000036","Upper tier local authority","2020-04-21",3,183
"Yorkshire and The Humber","E12000003","Region","2020-04-21",292,8289
"Wandsworth","E09000032","Upper tier local authority","2020-04-21",6,879
"Plymouth","E06000026","Upper tier local authority","2020-04-21",16,240
"Croydon","E09000008","Upper tier local authority","2020-04-21",15,1269
"Wirral","E08000015","Upper tier local authority","2020-04-21",24,874
"South East","E12000008","Region","2020-04-21",471,15002
"West Sussex","E10000032","Upper tier local authority","2020-04-21",29,979
"Kingston upon Thames","E09000021","Upper tier local authority","2020-04-21",9,412
"Portsmouth","E06000044","Upper tier local authority","2020-04-21",6,244
"Richmond upon Thames","E09000027","Upper tier local authority","2020-04-21",2,350
"North East Lincolnshire","E06000012","Upper tier local authority","2020-04-21",2,109
"Ealing","E09000009","Upper tier local authority","2020-04-21",14,983
"Wiltshire","E06000054","Upper tier local authority","2020-04-21",13,369
"Gloucestershire","E10000013","Upper tier local authority","2020-04-21",34,1040
"Southend-on-Sea","E06000033","Upper tier local authority","2020-04-21",5,273
"Kensington and Chelsea","E09000020","Upper tier local authority","2020-04-21",6,429
"Tameside","E08000008","Upper tier local authority","2020-04-21",12,407
"Thurrock","E06000034","Upper tier local authority","2020-04-21",9,251
"North Lincolnshire","E06000013","Upper tier local authority","2020-04-21",13,248
"Sefton","E08000014","Upper tier local authority","2020-04-21",18,716
"Solihull","E08000029","Upper tier local authority","2020-04-21",11,489
"Hammersmith and Fulham","E09000013","Upper tier local authority","2020-04-21",19,521
"Reading","E06000038","Upper tier local authority","2020-04-21",21,409
"South Tyneside","E08000023","Upper tier local authority","2020-04-21",18,420
"Surrey","E10000030","Upper tier local authority","2020-04-21",73,2315
"Bexley","E09000004","Upper tier local authority","2020-04-21",6,564
"Coventry","E08000026","Upper tier local authority","2020-04-21",23,593
"Birmingham","E08000025","Upper tier local authority","2020-04-21",64,2558
"Southwark","E09000028","Upper tier local authority","2020-04-21",17,1136
"Worcestershire","E10000034","Upper tier local authority","2020-04-21",22,1013
"Barking and Dagenham","E09000002","Upper tier local authority","2020-04-21",11,434
"Waltham Forest","E09000031","Upper tier local authority","2020-04-21",7,678
"Telford and Wrekin","E06000020","Upper tier local authority","2020-04-21",6,204
"Kent","E10000016","Upper tier local authority","2020-04-21",127,2967
"Islington","E09000019","Upper tier local authority","2020-04-21",2,391
"Manchester","E08000003","Upper tier local authority","2020-04-21",28,946
"Buckinghamshire","E10000002","Upper tier local authority","2020-04-21",17,712
"Redcar and Cleveland","E06000003","Upper tier local authority","2020-04-21",18,256
"Isle of Wight","E06000046","Upper tier local authority","2020-04-21",6,79
"Medway","E06000035","Upper tier local authority","2020-04-21",16,557
"County Durham","E06000047","Upper tier local authority","2020-04-21",46,1098
"Redbridge","E09000026","Upper tier local authority","2020-04-21",10,632
"Devon","E10000008","Upper tier local authority","2020-04-22",9,606
"West Midlands","E12000005","Region","2020-04-22",343,11494
"Brent","E09000005","Upper tier local authority","2020-04-22",9,1295
"Isle of Wight","E06000046","Upper tier local authority","2020-04-22",4,83
"Redbridge","E09000026","Upper tier local authority","2020-04-22",11,643
"County Durham","E06000047","Upper tier local authority","2020-04-22",37,1135
"Redcar and Cleveland","E06000003","Upper tier local authority","2020-04-22",12,268
"Telford and Wrekin","E06000020","Upper tier local authority","2020-04-22",15,219
"Hounslow","E09000018","Upper tier local authority","2020-04-22",5,615
"Islington","E09000019","Upper tier local authority","2020-04-22",2,393
"Birmingham","E08000025","Upper tier local authority","2020-04-22",63,2621
"Coventry","E08000026","Upper tier local authority","2020-04-22",10,603
"Hillingdon","E09000017","Upper tier local authority","2020-04-22",11,690
"Staffordshire","E10000028","Upper tier local authority","2020-04-22",59,1490
"Bexley","E09000004","Upper tier local authority","2020-04-22",13,577
"Kensington and Chelsea","E09000020","Upper tier local authority","2020-04-22",17,446
"Reading","E06000038","Upper tier local authority","2020-04-22",14,423
"Worcestershire","E10000034","Upper tier local authority","2020-04-22",28,1041
"Hertfordshire","E10000015","Upper tier local authority","2020-04-22",50,2095
"St. Helens","E08000013","Upper tier local authority","2020-04-22",11,558
"Brighton and Hove","E06000043","Upper tier local authority","2020-04-22",1,340
"Portsmouth","E06000044","Upper tier local authority","2020-04-22",16,260
"Tameside","E08000008","Upper tier local authority","2020-04-22",9,416
"Thurrock","E06000034","Upper tier local authority","2020-04-22",9,260
"Kent","E10000016","Upper tier local authority","2020-04-22",126,3093
"Richmond upon Thames","E09000027","Upper tier local authority","2020-04-22",2,352
"England","E92000001","Country","2020-04-22",2740,107499
"Croydon","E09000008","Upper tier local authority","2020-04-22",18,1287
"Wolverhampton","E08000031","Upper tier local authority","2020-04-22",38,691
"Plymouth","E06000026","Upper tier local authority","2020-04-22",17,257
"Herefordshire, County of","E06000019","Upper tier local authority","2020-04-22",20,204
"Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-04-22",4,440
"Bradford","E08000032","Upper tier local authority","2020-04-22",35,678
"Cumbria","E10000006","Upper tier local authority","2020-04-22",38,1660
"Kingston upon Hull, City of","E06000010","Upper tier local authority","2020-04-22",26,348
"Kingston upon Thames","E09000021","Upper tier local authority","2020-04-22",7,419
